ticker,company_name,year,market_cap,category,sector,industry,price,ret_1d,low_52w,high_52w,from_low_pct,from_high_pct,sma_20d,sma_50d,sma_200d,ret_3d,ret_7d,ret_30d,ret_3m,ret_6m,ret_1y,ret_3y,ret_5y,volume_1d,volume_7d,volume_30d,volume_90d,volume_180d,vol_ratio_1d_90d,vol_ratio_7d_90d,vol_ratio_30d_90d,vol_ratio_1d_180d,vol_ratio_7d_180d,vol_ratio_30d_180d,vol_ratio_90d_180d,rvol,prev_close,pe,eps_current,eps_last_qtr,eps_change_pct
507598,Kovilpatti Lakshmi Roller Flour Mlls Ltd,1961,₹117 Cr,Micro Cap,Consumer Defensive,Food & Tobacco,₹130,-1.75%,₹75,₹258,72.41%,-49.88%,₹121,₹120,₹118,-1.75%,4.52%,8.82%,34.24%,7.92%,-41.30%,68.29%,207.24%,1612,4142,2610,3302,4561,-51.18%,25.45%,-20.94%,-64.66%,-9.19%,-42.77%,-27.61%,0.5,₹132,102,1,1,
BALAXI,Balaxi Pharmaceuticals Ltd,1942,₹265 Cr,Micro Cap,Healthcare,Pharmaceuticals,₹48,2.74%,₹46,₹127,3.92%,-62.34%,₹49,₹50,₹64,2.74%,0.31%,-1.98%,-8.90%,-30.78%,-57.94%,-43.98%,-23.76%,147540,127194,277191,362561,358088,-59.31%,-64.92%,-23.55%,-58.80%,-64.48%,-22.59%,1.25%,0.4,₹47,11,5,5,
NURECA,Nureca Ltd,2016,₹235 Cr,Micro Cap,Healthcare,Healthcare Equipment & Supplies,₹238,-1.22%,₹204,₹448,16.84%,-46.84%,₹260,₹270,₹271,-1.22%,0.23%,-16.85%,0.08%,-16.42%,-9.90%,-76.19%,,8603,15570,23070,12691,11885,-32.21%,22.68%,81.78%,-27.61%,31.00%,94.11%,6.79%,0.7,₹241,169929,0,0,
SASTASUNDR,Sastasundar Ventures Ltd,1989,₹884 Cr,Small Cap,Technology,Software & IT Services,₹278,-4.68%,₹205,₹382,35.61%,-27.17%,₹288,₹286,₹283,-4.68%,-4.79%,-2.28%,11.04%,-2.52%,-6.88%,-5.36%,199.41%,11483,17107,16482,23629,28277,-51.40%,-27.60%,-30.25%,-59.39%,-39.50%,-41.71%,-16.44%,0.5,₹292,,-29,-29,
523696,Fortis Malar Hospitals Ltd,1989,₹129 Cr,Micro Cap,Healthcare,Healthcare Providers & Services,₹69,1.52%,₹51,₹99,34.90%,-30.28%,₹70,₹72,₹67,1.52%,1.10%,-4.03%,-4.00%,16.14%,12.71%,25.34%,41.00%,19702,16522,15427,23379,40499,-15.73%,-29.33%,-34.01%,-51.35%,-59.20%,-61.91%,-42.27%,0.8,₹68,329,0,0,
DABUR,Dabur India Ltd,1975,"₹93,171 Cr",Large Cap,Consumer Defensive,Personal & Household Products & Services,₹526,-0.69%,₹433,₹672,21.39%,-21.73%,₹523,₹499,₹503,-0.75%,1.49%,2.63%,12.23%,-2.78%,-16.40%,-10.32%,2.67%,2027038,3462579,2884920,2630845,2437613,-22.95%,31.61%,9.66%,-16.84%,42.05%,18.35%,7.93%,0.8,₹530,52,10,10,0.70%
532926,Jyothy Labs Ltd,1992,"₹12,135 Cr",Mid Cap,Consumer Defensive,Personal & Household Products & Services,₹330,-1.08%,₹268,₹595,23.02%,-44.58%,₹343,₹341,₹370,-1.08%,-0.90%,-6.39%,-10.67%,-20.54%,-38.59%,80.24%,132.63%,10742,21315,35612,34809,43087,-69.14%,-38.77%,2.31%,-75.07%,-50.53%,-17.35%,-19.21%,0.3,₹333,33,10,10,
531412,Radix Industries (India) Ltd,1993,₹277 Cr,Micro Cap,Consumer Defensive,Personal & Household Products & Services,₹185,5.00%,₹126,₹212,47.27%,-12.78%,₹177,₹180,₹175,5.00%,-3.77%,0.76%,6.02%,-0.19%,19.10%,224.39%,191.64%,1,42,216,116,98,-99.14%,-64.09%,85.79%,-98.98%,-57.36%,120.65%,18.76%,0.0,₹176,106,2,2,
GODREJCP,Godrej Consumer Products Limited,2000,"₹125,255 Cr",Large Cap,Consumer Defensive,Personal & Household Products & Services,"₹1,224",-2.01%,₹980,"₹1,542",24.99%,-20.60%,"₹1,251","₹1,225","₹1,177",-2.01%,1.13%,-3.48%,-1.31%,7.84%,-17.20%,40.96%,77.67%,1442317,1653172,1421299,1166420,1283546,23.65%,41.73%,21.85%,12.37%,28.80%,10.73%,-9.13%,1.2,"₹1,249",68,18,18,
500830,Colgate-Palmolive (India) Ltd,1937,"₹60,682 Cr",Large Cap,Consumer Defensive,Personal & Household Products & Services,"₹2,232",-0.95%,"₹2,196","₹3,893",1.62%,-42.67%,"₹2,326","₹2,391","₹2,586",-0.95%,0.76%,-9.37%,-12.38%,-17.96%,-34.17%,39.71%,53.10%,9313,45506,34634,22290,17945,-58.22%,104.15%,55.38%,-48.10%,153.59%,93.00%,24.22%,0.4,"₹2,253",44,51,51,
524136,Pee Cee Cosma Sope Ltd,1986,₹124 Cr,Micro Cap,Consumer Defensive,Personal & Household Products & Services,₹467,1.33%,₹406,₹979,15.02%,-52.28%,₹457,₹469,₹572,1.33%,0.52%,-1.69%,-17.63%,-23.30%,7.49%,302.76%,606.51%,1748,973,1655,2215,1642,-21.08%,-56.07%,-25.27%,6.46%,-40.74%,0.81%,34.89%,0.8,₹461,13,36,36,
530843,Cupid Ltd,1993,"₹4,350 Cr",Small Cap,Consumer Defensive,Personal & Household Products & Services,₹162,-3.14%,₹50,₹170,224.00%,-4.42%,₹139,₹117,₹87,-3.14%,7.28%,50.00%,94.41%,109.22%,77.20%,632.37%,598.28%,804195,676356,566952,281919,224183,185.26%,139.91%,101.10%,258.72%,201.70%,152.90%,25.75%,2.9,₹167,107,2,2,
500690,Gujarat State Fertilizers & Chemicls Ltd,1962,"₹8,220 Cr",Mid Cap,Basic Materials,Chemicals,₹206,1.88%,₹157,₹247,31.85%,-16.42%,₹203,₹204,₹198,1.88%,0.56%,-0.29%,10.47%,-0.53%,-6.67%,26.29%,227.28%,115382,74412,53495,78021,80491,47.89%,-4.63%,-31.44%,43.35%,-7.55%,-33.54%,-3.07%,1.5,₹203,14,15,15,
LXCHEM,Laxmi Organic Industries Ltd,1989,"₹5,286 Cr",Mid Cap,Basic Materials,Chemicals,₹191,-0.32%,₹160,₹326,19.24%,-41.31%,₹198,₹199,₹210,-0.32%,-2.56%,-2.41%,11.91%,-12.77%,-23.02%,-38.32%,,289486,651027,746318,849533,788434,-65.92%,-23.37%,-12.15%,-63.28%,-17.43%,-5.34%,7.75%,0.3,₹192,53,4,4,-12.20%
DALBHARAT,Dalmia Bharat Ltd,2013,"₹42,202 Cr",Large Cap,Basic Materials,Construction Materials,"₹2,250",1.04%,"₹1,601","₹2,343",40.54%,-3.97%,"₹2,217","₹2,153","₹1,919",1.03%,2.34%,4.37%,14.54%,21.44%,30.00%,40.34%,194.54%,394017,247624,348417,336865,338604,16.97%,-26.49%,3.43%,16.37%,-26.87%,2.90%,-0.51%,1.2,"₹2,227",45,50,50,
506767,Alkyl Amines Chemicals Ltd,1979,"₹11,353 Cr",Mid Cap,Basic Materials,Chemicals,"₹2,220",-1.73%,"₹1,509","₹2,498",47.12%,-11.11%,"₹2,267","₹2,161","₹1,893",-1.73%,0.66%,-7.41%,32.50%,25.93%,6.37%,-27.62%,127.99%,3920,6299,6622,6703,6210,-41.52%,-6.03%,-1.21%,-36.87%,1.44%,6.65%,7.95%,0.6,"₹2,260",61,36,36,
INDIGOPNTS,Indigo Paints Ltd,2020,"₹5,757 Cr",Mid Cap,Basic Materials,Chemicals,"₹1,209",1.21%,₹910,"₹1,720",32.80%,-29.75%,"₹1,195","₹1,151","₹1,191",1.21%,-0.07%,0.64%,25.03%,-5.71%,-18.01%,-20.93%,,39077,34642,34130,78345,89662,-50.12%,-55.78%,-56.44%,-56.42%,-61.36%,-61.93%,-12.62%,0.5,"₹1,194",41,30,30,
ARVEE,Arvee Laboratories (India) Ltd,2012,₹193 Cr,Micro Cap,Basic Materials,Chemicals,₹175,0.03%,₹127,₹236,38.14%,-25.87%,₹178,₹178,₹162,0.03%,5.35%,-7.27%,18.18%,18.63%,-1.80%,105.41%,,19,512,987,2569,1665,-99.26%,-80.05%,-61.59%,-98.86%,-69.22%,-40.72%,54.32%,0.0,₹175,90,2,2,
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisrs Ltd,1993,"₹1,234 Cr",Small Cap,Basic Materials,Chemicals,₹379,-5.94%,₹221,₹410,71.93%,-7.60%,₹369,₹341,₹304,-5.94%,-4.98%,13.98%,56.27%,36.69%,59.31%,66.64%,213.95%,147222,192438,171448,155432,141689,-5.28%,23.81%,10.30%,3.91%,35.82%,21.00%,9.70%,0.9,₹403,21,18,18,
540395,Chemcrux Enterprises Ltd,1996,₹189 Cr,Micro Cap,Healthcare,Pharmaceuticals,₹127,2.58%,₹100,₹251,27.15%,-49.28%,₹129,₹133,₹150,2.58%,-0.47%,-4.85%,-2.93%,-19.57%,-37.46%,-59.56%,68.67%,2572,3092,5715,4526,8075,-43.17%,-31.69%,26.26%,-68.15%,-61.71%,-29.23%,-43.95%,0.6,₹124,48,3,3,
533286,Moil Ltd,1962,"₹6,884 Cr",Mid Cap,Basic Materials,Metals & Mining,₹338,-2.42%,₹281,₹463,20.49%,-26.95%,₹370,₹375,₹341,-2.42%,-8.44%,-10.76%,5.31%,8.61%,-22.40%,109.29%,136.35%,12626,55467,43340,50683,57194,-75.09%,9.44%,-14.49%,-77.92%,-3.02%,-24.22%,-11.38%,0.2,₹347,18,19,19,
BHARATRAS,Bharat Rasayan Ltd,1989,"₹4,582 Cr",Small Cap,Basic Materials,Chemicals,"₹10,785",-0.88%,"₹8,799","₹14,285",22.58%,-24.50%,"₹11,101","₹10,394","₹10,350",-0.88%,-1.60%,-4.11%,17.42%,6.86%,2.68%,-10.80%,7.56%,2660,2994,3324,6951,5246,-61.73%,-56.92%,-52.18%,-49.30%,-42.92%,-36.64%,32.50%,0.4,"₹10,881",32,339,339,
517449,Magna Electro Castings Ltd,1990,₹524 Cr,Small Cap,Basic Materials,Metals & Mining,"₹1,239",0.31%,₹444,"₹1,375",179.01%,-9.91%,"₹1,274","₹1,161","₹1,012",0.31%,3.23%,-6.29%,39.28%,27.94%,160.66%,408.54%,927.62%,555,2377,2299,2914,2272,-80.95%,-18.43%,-21.10%,-75.58%,4.58%,1.16%,28.21%,0.2,"₹1,235",23,55,55,
GREENPANEL,Greenpanel Industries Ltd,2017,"₹3,354 Cr",Small Cap,Basic Materials,Paper & Forest Products,₹274,-0.02%,₹203,₹427,34.86%,-35.95%,₹296,₹280,₹298,-0.02%,-16.44%,-5.67%,22.83%,-26.58%,-24.01%,-38.88%,594.16%,111627,441590,484386,362899,272273,-69.24%,21.68%,33.48%,-59.00%,62.19%,77.90%,33.28%,0.3,₹274,153,2,6,-69.73%
517146,Usha Martin Ltd,1986,"₹11,236 Cr",Mid Cap,Basic Materials,Metals & Mining,₹368,0.16%,₹279,₹451,31.90%,-18.43%,₹377,₹346,₹344,0.16%,-2.66%,-1.79%,21.11%,15.07%,5.80%,150.68%,1659.57%,8839,19586,24373,35750,32907,-75.28%,-45.21%,-31.82%,-73.14%,-40.48%,-25.93%,8.64%,0.2,₹367,28,13,13,
531717,Vidhi Specialty Food Ingredients Ltd,1994,"₹1,968 Cr",Small Cap,Consumer Defensive,Food & Tobacco,₹394,-1.33%,₹390,₹572,1.01%,-31.12%,₹409,₹419,₹457,-1.33%,-7.74%,-5.14%,-6.25%,-17.46%,-15.15%,-1.70%,340.66%,1064,2800,6136,5353,8908,-80.12%,-47.69%,14.62%,-88.06%,-68.57%,-31.12%,-39.91%,0.2,₹399,43,9,9,6.80%
507785,Tainwala Chemicls and Plstcs (India) Ltd,1985,₹238 Cr,Micro Cap,Basic Materials,Chemicals,₹254,-2.21%,₹180,₹338,41.14%,-24.84%,₹228,₹223,₹245,-2.21%,8.87%,17.51%,30.85%,3.34%,17.32%,192.18%,407.09%,6855,15519,10401,4003,2246,71.25%,287.68%,159.82%,205.24%,591.02%,363.12%,78.24%,1.7,₹260,48,5,5,
SUPREMEIND,Supreme Industries Ltd,1942,"₹54,311 Cr",Large Cap,Basic Materials,Chemicals,"₹4,270",-0.49%,"₹3,095","₹5,720",37.96%,-25.35%,"₹4,225","₹4,302","₹4,087",-0.49%,-1.28%,-0.09%,22.68%,6.96%,-15.03%,128.38%,237.76%,41508,101910,188588,295859,267590,-85.97%,-65.55%,-36.26%,-84.49%,-61.92%,-29.52%,10.56%,0.1,"₹4,291",61,70,70,
SURYAROSNI,Surya Roshni Ltd,1973,"₹7,012 Cr",Mid Cap,Basic Materials,Metals & Mining,₹322,-1.21%,₹213,₹372,51.61%,-13.37%,₹330,₹335,₹288,-1.21%,-5.46%,-5.28%,23.49%,24.85%,14.42%,249.02%,827.07%,170734,174938,277481,517389,530575,-67.00%,-66.19%,-46.37%,-67.82%,-67.03%,-47.70%,-2.49%,0.3,₹326,20,16,16,
502180,Shree Digvijay Cement Co Ltd,1944,"₹1,221 Cr",Small Cap,Basic Materials,Construction Materials,₹82,-0.01%,₹61,₹107,35.08%,-23.05%,₹83,₹81,₹79,-0.01%,-5.73%,5.01%,10.19%,12.55%,-16.16%,30.29%,73.49%,14638,48468,67083,34623,35855,-57.72%,39.99%,93.76%,-59.17%,35.18%,87.10%,-3.44%,0.4,₹82,44,2,2,9.36%
532067,3B Blackbio DX Ltd,1972,"₹1,346 Cr",Small Cap,Basic Materials,Chemicals,"₹1,568",1.18%,"₹1,118","₹2,350",40.25%,-33.28%,"₹1,541","₹1,557","₹1,737",1.18%,1.24%,-2.82%,-7.51%,-19.08%,38.95%,404.91%,219.45%,5081,2665,6725,9802,8032,-48.16%,-72.81%,-31.39%,-36.74%,-66.82%,-16.26%,22.04%,0.5,"₹1,550",21,38,38,
506222,Styrenix Performance Materials Ltd,1973,"₹5,044 Cr",Mid Cap,Basic Materials,Chemicals,"₹2,940",2.47%,"₹2,202","₹3,524",33.51%,-16.58%,"₹3,081","₹3,172","₹2,823",2.47%,1.90%,-7.69%,8.84%,14.78%,14.42%,252.14%,459.17%,1190,1201,1637,2290,1960,-48.03%,-47.56%,-28.53%,-39.28%,-38.73%,-16.49%,16.84%,0.5,"₹2,869",,,,
506618,Punjab Chemicals and Crop Protection Ltd,1975,"₹1,689 Cr",Small Cap,Basic Materials,Chemicals,"₹1,374",-3.65%,₹670,"₹1,665",105.16%,-17.50%,"₹1,321","₹1,219","₹1,033",-3.65%,-11.09%,16.34%,28.58%,69.76%,12.15%,2.71%,213.62%,10752,28578,15202,5975,4703,79.96%,378.33%,154.45%,128.63%,507.69%,223.26%,27.04%,1.8,"₹1,426",37,37,32,15.97%
523586,Indian Toners & Developers Ltd,1990,₹273 Cr,Micro Cap,Basic Materials,Chemicals,₹262,0.50%,₹235,₹380,11.60%,-30.99%,₹258,₹258,₹269,0.50%,-2.38%,3.23%,2.44%,-7.95%,-9.90%,49.39%,210.91%,528,4011,5510,3929,4095,-86.56%,2.09%,40.25%,-87.11%,-2.05%,34.56%,-4.06%,0.1,₹261,11,25,21,18.17%
530999,Balaji Amines Ltd,1988,"₹4,990 Cr",Small Cap,Basic Materials,Chemicals,"₹1,539",-1.60%,"₹1,112","₹2,432",38.36%,-36.73%,"₹1,756","₹1,641","₹1,620",-1.60%,-10.31%,-19.64%,23.98%,-11.96%,-32.82%,-57.00%,151.19%,4340,15759,8047,10946,9966,-60.35%,43.97%,-26.48%,-56.45%,58.13%,-19.25%,9.84%,0.4,"₹1,564",32,49,49,
526492,Rishiroop Ltd,1984,₹115 Cr,Micro Cap,Consumer Cyclical,Automobiles & Auto Parts,₹126,1.53%,₹100,₹293,26.13%,-56.96%,₹129,₹126,₹159,1.53%,-0.83%,-4.91%,10.48%,-34.31%,-26.55%,19.32%,342.88%,1042,1452,1929,2849,4498,-63.42%,-49.03%,-32.30%,-76.83%,-67.72%,-57.12%,-36.66%,0.4,₹124,11,12,12,
500187,AGI Greenpac Ltd,1960,"₹6,153 Cr",Mid Cap,Basic Materials,Containers & Packaging,₹955,-0.15%,₹600,"₹1,300",59.24%,-26.50%,₹890,₹853,₹874,-0.15%,-1.76%,21.16%,21.28%,25.38%,27.25%,250.37%,1589.57%,14089,10432,71820,27944,20434,-49.58%,-62.67%,157.02%,-31.05%,-48.95%,251.48%,36.75%,0.5,₹957,18,54,54,
524717,Titan Biotech Ltd,1992,₹406 Cr,Micro Cap,Healthcare,Pharmaceuticals,₹491,7.83%,₹374,"₹1,018",31.37%,-51.78%,₹449,₹435,₹576,7.83%,12.28%,8.22%,11.19%,-32.61%,-15.17%,107.46%,374.25%,37328,6176,5451,7551,9058,394.35%,-18.22%,-27.82%,312.09%,-31.82%,-39.83%,-16.64%,4.9,₹455,19,26,26,
532468,Kama Holdings Ltd,2000,"₹9,987 Cr",Mid Cap,Basic Materials,Chemicals,"₹3,112",1.11%,"₹2,349","₹3,266",32.48%,-4.70%,"₹3,090","₹2,940","₹2,664",1.11%,0.30%,-0.70%,17.93%,14.16%,14.87%,32.51%,207.77%,4647,2989,4226,6316,5674,-26.43%,-52.68%,-33.09%,-18.10%,-47.32%,-25.52%,11.32%,0.7,"₹3,078",16,197,197,
513369,Krishanveer Forge Ltd,1990,₹138 Cr,Micro Cap,Basic Materials,Metals & Mining,₹126,-0.04%,₹64,₹164,95.88%,-23.25%,₹122,₹106,₹98,-0.04%,1.57%,18.04%,60.18%,26.19%,40.52%,164.32%,446.42%,1168,1850,11967,7569,5381,-84.57%,-75.56%,58.11%,-78.29%,-65.62%,122.41%,40.67%,0.2,₹126,24,5,5,
RCF,Rashtriya Chemicals and Fertilizers Ltd,1978,"₹8,471 Cr",Mid Cap,Basic Materials,Chemicals,₹154,2.43%,₹111,₹208,38.81%,-26.02%,₹154,₹156,₹152,2.43%,0.87%,-0.34%,12.15%,-2.16%,-20.53%,61.89%,201.57%,3074750,2143862,1577636,3168018,2944714,-2.94%,-32.33%,-50.20%,4.42%,-27.20%,-46.42%,7.58%,1.0,₹150,35,4,4,
500650,Excel Industries Ltd,1960,"₹1,619 Cr",Small Cap,Basic Materials,Chemicals,"₹1,289",-3.50%,₹799,"₹1,745",61.43%,-26.13%,"₹1,358","₹1,278","₹1,218",-3.50%,-8.62%,-2.26%,23.01%,-2.45%,-6.16%,-5.35%,54.97%,1396,1891,1237,1597,1840,-12.58%,18.41%,-22.55%,-24.13%,2.75%,-32.79%,-13.22%,0.9,"₹1,336",19,68,68,
539837,Raghav Productivity Enhancers Ltd,2009,"₹2,833 Cr",Small Cap,Basic Materials,Construction Materials,₹620,-0.05%,₹450,₹887,37.75%,-30.10%,₹670,₹694,₹657,-0.05%,-3.14%,-11.63%,0.59%,-2.91%,26.55%,276.30%,2134.23%,1198,2134,7900,5181,5109,-76.88%,-58.82%,52.47%,-76.55%,-58.23%,54.63%,1.42%,0.2,₹620,71,9,9,-0.11%
WIPL,Western India Plywoods Ltd,1945,₹130 Cr,Micro Cap,Basic Materials,Paper & Forest Products,₹154,1.61%,₹138,₹270,11.43%,-43.09%,₹157,₹156,₹183,1.61%,0.60%,-5.85%,5.93%,-29.80%,-3.19%,182.20%,207.32%,344,1162,3928,6881,5684,-95.00%,-83.11%,-42.92%,-93.95%,-79.56%,-30.90%,21.06%,0.0,₹151,171,1,1,
500292,Heidelbergcement India Ltd,1958,"₹4,839 Cr",Small Cap,Basic Materials,Construction Materials,₹214,0.38%,₹181,₹258,18.12%,-17.06%,₹213,₹205,₹207,0.38%,-1.59%,0.64%,13.63%,-2.60%,-2.49%,10.95%,16.86%,5187,13523,14318,11082,9144,-53.19%,22.03%,29.20%,-43.27%,47.90%,56.58%,21.19%,0.5,₹213,42,5,5,7.86%
500777,Tamilnadu Petroproducts Ltd,1984,₹885 Cr,Small Cap,Basic Materials,Chemicals,₹98,1.14%,₹64,₹111,54.50%,-11.56%,₹103,₹98,₹82,1.14%,-2.54%,-4.48%,26.34%,25.75%,5.35%,0.86%,169.42%,4188,13210,44234,55946,38609,-92.51%,-76.39%,-20.93%,-89.15%,-65.79%,14.57%,44.91%,0.1,₹97,15,6,6,
MANAKSTEEL,Manaksia Steels Ltd,2001,₹435 Cr,Micro Cap,Basic Materials,Metals & Mining,₹64,-0.63%,₹43,₹77,49.13%,-16.77%,₹63,₹63,₹59,-0.63%,2.49%,4.41%,7.90%,16.07%,24.68%,60.50%,532.51%,8653,31867,30766,28240,100562,-69.36%,12.84%,8.94%,-91.40%,-68.31%,-69.41%,-71.92%,0.3,₹65,29,2,1,49.66%
542669,BMW Industries Ltd,1981,"₹1,063 Cr",Small Cap,Basic Materials,Metals & Mining,₹47,-0.34%,₹39,₹78,19.99%,-39.41%,₹52,₹53,₹53,-0.34%,-4.97%,-10.92%,-4.02%,-9.76%,-34.74%,82.71%,189.75%,119583,144234,117404,266344,315925,-55.10%,-45.85%,-55.92%,-62.15%,-54.35%,-62.84%,-15.69%,0.4,₹47,16,3,3,-9.61%
503806,SRF Ltd,1970,"₹89,904 Cr",Large Cap,Basic Materials,Chemicals,"₹3,034",-0.57%,"₹2,128","₹3,319",42.58%,-8.60%,"₹3,148","₹3,106","₹2,776",-0.57%,-2.52%,-6.36%,2.92%,2.20%,21.96%,22.28%,271.71%,5444,4520,9291,17553,18905,-68.98%,-74.25%,-47.07%,-71.20%,-76.09%,-50.85%,-7.16%,0.3,"₹3,051",63,48,48,
526159,Nikhil Adhesives Ltd,1986,₹528 Cr,Small Cap,Basic Materials,Chemicals,₹115,0.31%,₹79,₹149,45.57%,-22.66%,₹116,₹106,₹106,0.31%,-0.43%,-1.92%,36.92%,1.41%,-9.80%,25.41%,819.26%,11539,6520,8952,19591,18668,-41.10%,-66.72%,-54.31%,-38.19%,-65.07%,-52.05%,4.95%,0.6,₹115,31,4,4,
538896,Kanchi Karpooram Ltd,1992,₹187 Cr,Micro Cap,Basic Materials,Chemicals,₹430,-1.48%,₹352,₹780,22.16%,-44.87%,₹441,₹441,₹471,-1.48%,-2.14%,-0.45%,5.08%,-1.49%,-9.80%,-25.98%,17.10%,2838,1694,4572,6247,5744,-54.57%,-72.88%,-26.81%,-50.59%,-70.51%,-20.40%,8.76%,0.5,₹436,14,32,32,
531289,National Fittings Ltd,1993,₹164 Cr,Micro Cap,Consumer Cyclical,Homebuilding & Construction Supplies,₹180,-1.39%,₹110,₹216,64.07%,-16.48%,₹174,₹176,₹143,-1.39%,5.44%,3.09%,36.41%,31.63%,35.38%,264.44%,614.46%,828,5193,3201,21496,12608,-96.15%,-75.84%,-85.11%,-93.43%,-58.81%,-74.61%,70.50%,0.0,₹183,9,20,26,-22.21%
523642,PI Industries Ltd,1946,"₹62,471 Cr",Large Cap,Basic Materials,Chemicals,"₹4,120",-0.41%,"₹2,952","₹4,801",39.57%,-14.19%,"₹4,139","₹4,075","₹3,779",-0.41%,-3.07%,-0.95%,14.29%,15.24%,-3.38%,27.82%,111.54%,1380,6647,3272,7689,7382,-82.05%,-13.55%,-57.45%,-81.31%,-9.96%,-55.68%,4.16%,0.2,"₹4,137",38,109,109,
523457,Linde India Ltd,1935,"₹56,035 Cr",Large Cap,Basic Materials,Chemicals,"₹6,556",-0.54%,"₹5,202","₹8,781",26.02%,-25.34%,"₹6,674","₹6,903","₹6,539",-0.54%,-0.15%,-1.72%,8.34%,4.76%,-15.82%,84.63%,870.11%,787,907,1189,2418,2504,-67.46%,-62.50%,-50.85%,-68.57%,-63.78%,-52.53%,-3.42%,0.3,"₹6,591",123,53,53,
533047,Indian Metals and Ferro Alloys Ltd,1961,"₹3,858 Cr",Small Cap,Basic Materials,Metals & Mining,₹717,-0.69%,₹551,₹998,30.16%,-28.19%,₹750,₹734,₹731,-0.69%,-3.28%,-8.68%,23.19%,-0.95%,7.99%,151.05%,558.52%,2636,3526,5465,8420,6805,-68.69%,-58.13%,-35.10%,-61.26%,-48.19%,-19.69%,23.73%,0.3,₹722,10,70,70,
500089,DIC India Ltd,1947,₹565 Cr,Small Cap,Basic Materials,Chemicals,₹608,-0.68%,₹560,₹833,8.59%,-27.00%,₹623,₹638,₹666,-0.68%,-6.41%,-1.60%,-11.32%,-4.69%,-7.52%,55.92%,75.07%,3594,1928,671,611,613,488.22%,215.49%,9.80%,485.94%,214.28%,9.38%,-0.39%,5.9,₹612,31,20,20,
540575,Star Cement Ltd,2001,"₹10,604 Cr",Mid Cap,Basic Materials,Construction Materials,₹262,-0.40%,₹172,₹268,52.73%,-2.09%,₹227,₹220,₹214,-1.04%,11.35%,23.47%,24.14%,24.73%,30.54%,173.49%,196.38%,142172,137058,46311,26943,24699,427.68%,408.70%,71.88%,475.63%,454.92%,87.50%,9.09%,5.3,₹263,63,4,4,
500655,Garware Hi-Tech Films Ltd,1957,"₹7,739 Cr",Mid Cap,Basic Materials,Chemicals,"₹3,338",-0.46%,"₹2,302","₹5,373",44.99%,-37.87%,"₹3,620","₹4,078","₹4,082",-0.46%,-6.98%,-10.04%,5.75%,-4.92%,42.93%,308.84%,1302.82%,3862,2873,3638,5951,8342,-35.10%,-51.72%,-38.86%,-53.70%,-65.55%,-56.39%,-28.66%,0.6,"₹3,353",,71,71,
524051,Polyplex Corp Ltd,1984,"₹3,632 Cr",Small Cap,Basic Materials,Chemicals,"₹1,156",3.36%,"₹1,019","₹1,480",13.54%,-21.86%,"₹1,133","₹1,215","₹1,226",3.36%,3.13%,-2.13%,-2.95%,0.67%,5.58%,-50.56%,60.38%,15522,3280,4236,7588,6157,104.57%,-56.77%,-44.18%,152.11%,-46.73%,-31.20%,23.24%,2.0,"₹1,119",17,67,67,
523186,B & A Packaging India Ltd,1986,₹116 Cr,Micro Cap,Basic Materials,Containers & Packaging,₹233,-4.39%,₹225,₹533,3.57%,-56.26%,₹246,₹254,₹289,-4.39%,-1.97%,-3.20%,-14.87%,-27.98%,-14.60%,12.43%,1708.53%,578,366,493,560,534,3.28%,-34.69%,-11.84%,8.29%,-31.53%,-7.57%,4.84%,1.0,₹244,12,20,20,
504879,Orient Ceratech Ltd,1971,₹503 Cr,Small Cap,Basic Materials,Construction Materials,₹42,0.26%,₹29,₹61,46.15%,-30.63%,₹42,₹39,₹40,0.26%,0.07%,-2.04%,25.27%,-7.75%,-10.50%,49.14%,138.20%,5481,6790,28954,17292,14057,-68.30%,-60.74%,67.44%,-61.01%,-51.70%,105.97%,23.02%,0.3,₹42,,,,
ANDHRSUGAR,Andhra Sugars Ltd,1947,"₹1,030 Cr",Small Cap,Basic Materials,Chemicals,₹76,-1.07%,₹65,₹124,16.74%,-38.58%,₹81,₹79,₹83,-1.07%,-3.30%,-8.23%,8.14%,-15.36%,-29.17%,-45.01%,13.55%,60808,102664,140871,214677,211083,-71.67%,-52.18%,-34.38%,-71.19%,-51.36%,-33.26%,1.70%,0.3,₹77,40,2,2,
SHREECEM,Shree Cement Ltd,1979,"₹109,180 Cr",Large Cap,Basic Materials,Construction Materials,"₹30,260",-1.26%,"₹23,500","₹32,490",28.77%,-6.86%,"₹30,962","₹30,364","₹28,408",-1.08%,-0.46%,-2.72%,2.89%,8.33%,15.93%,42.77%,38.11%,38269,38503,25792,41982,38400,-8.85%,-8.29%,-38.57%,-0.34%,0.27%,-32.83%,9.33%,0.9,"₹30,645",97,311,311,
530803,Bhageria Industries Ltd,1989,₹777 Cr,Small Cap,Basic Materials,Chemicals,₹179,-1.97%,₹142,₹281,26.52%,-36.25%,₹200,₹194,₹184,-1.97%,-8.48%,-12.29%,23.25%,-10.29%,11.38%,7.15%,45.35%,3090,8472,6631,5880,5142,-47.44%,44.09%,12.78%,-39.91%,64.74%,28.95%,14.34%,0.5,₹183,56,3,3,
